,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,mod_text
1909,1079588472627843073,1079588472627843073,1546228924000,2018-12-31,06:02:04,?aeianei? ?na GTB,2168956690,spacespincycle,⚰👽⚰,,"Can anyone (somebody else desperate enough to be searching this hashtag) who has had #Ketamine infusions for #depression, tell me if it worked for you? Especially for #bipolar depression?

Please, someone let me know.",[],[],[],0,0,0,"['#ketamine', '#depression', '#bipolar']",[],https://twitter.com/spacespincycle/status/1079588472627843073,False,,0,,,,,,,"[{'user_id': '2168956690', 'username': 'spacespincycle'}]",,,,,"Can anyone (somebody else desperate enough to be searching this hashtag) who has had  infusions for , tell me if it worked for you? Especially for  depression?

Please, someone let me know."
1917,1079585135937302528,1079585135937302528,1546228128000,2018-12-31,05:48:48,?aeianei? ?na GTB,43598805,jrlindman,Judy Lindman,,"#depression I can feel when my anxiety and depression medications are wearing off after about ten hours. This morning had to go pee five times in 45 mins, just the anxiety! Tonight a bit shaky and unsettled, but took my meds about 40 mins ago.",[],[],[],0,0,1,['#depression'],[],https://twitter.com/jrlindman/status/1079585135937302528,False,,0,,,,,,,"[{'user_id': '43598805', 'username': 'jrlindman'}]",,,,," I can feel when my anxiety and depression medications are wearing off after about ten hours. This morning had to go pee five times in 45 mins, just the anxiety! Tonight a bit shaky and unsettled, but took my meds about 40 mins ago."
1918,1079585079377178624,1079585079377178624,1546228115000,2018-12-31,05:48:35,?aeianei? ?na GTB,59057577,zombiefuhrer,Michael Wright,,It feels like there's a box on my head that I definitely do not want to be there but it also feels like I can't do anything about the box. 🤯 #depression,[],[],[],0,0,1,['#depression'],[],https://twitter.com/ZombieFuhrer/status/1079585079377178624,False,,0,,,,,,,"[{'user_id': '59057577', 'username': 'ZombieFuhrer'}]",,,,,It feels like there's a box on my head that I definitely do not want to be there but it also feels like I can't do anything about the box. 🤯 
1936,1079579261717991424,1079579261717991424,1546226728000,2018-12-31,05:25:28,?aeianei? ?na GTB,3245199426,staystrongsnc,Ryan Crossfield,,"There is an inverse correlation between #postpartum #depression and total seafood intake as well as DHA in mother’s milk in 22 countries: the higher the seafood intake, and the higher the DHA in women’s breast milk, the lower the incidence of postpartum depression.",[],[],[],0,0,0,"['#postpartum', '#depression']",[],https://twitter.com/StayStrongSnC/status/1079579261717991424,False,,0,,,,,,,"[{'user_id': '3245199426', 'username': 'StayStrongSnC'}]",,,,,"There is an inverse correlation between   and total seafood intake as well as DHA in mother’s milk in 22 countries: the higher the seafood intake, and the higher the DHA in women’s breast milk, the lower the incidence of postpartum depression."
1939,1079578585839464449,1079578585839464449,1546226567000,2018-12-31,05:22:47,?aeianei? ?na GTB,3245199426,staystrongsnc,Ryan Crossfield,,"The rise in the incidence of #depression has paralleled the rise in the consumption of vegetable oils. Major depressive disorder is estimated to become the 2nd leading cause of #disability worldwide by 2020, but populations that consume a lot of fish have a low prevalence",[],[],[],0,0,0,"['#depression', '#disability']",[],https://twitter.com/StayStrongSnC/status/1079578585839464449,False,,0,,,,,,,"[{'user_id': '3245199426', 'username': 'StayStrongSnC'}]",,,,,"The rise in the incidence of  has paralleled the rise in the consumption of vegetable oils. Major depressive disorder is estimated to become the 2nd leading cause of  worldwide by 2020, but populations that consume a lot of fish have a low prevalence"
1941,1079578211535724544,1079578211535724544,1546226477000,2018-12-31,05:21:17,?aeianei? ?na GTB,782319945283698688,imsonotover,I'm not so over...,,I just can't get enough of 2018. What an awful year. I would like to hope things will be better but today I feel low. #depression,[],[],[],1,0,0,['#depression'],[],https://twitter.com/imsonotover/status/1079578211535724544,False,,0,,,,,,,"[{'user_id': '782319945283698688', 'username': 'imsonotover'}]",,,,,I just can't get enough of 2018. What an awful year. I would like to hope things will be better but today I feel low. 
1944,1079577312729812992,1079577312729812992,1546226263000,2018-12-31,05:17:43,?aeianei? ?na GTB,3060648627,msvillemaire,Allison Villemaire,,I'm so over 2018. What an awful year. I would like to hope things will be better but today I feel low. #depression,[],[],[],2,0,0,['#depression'],[],https://twitter.com/MsVillemaire/status/1079577312729812992,False,,0,,,,,,,"[{'user_id': '3060648627', 'username': 'MsVillemaire'}]",,,,,I'm so over 2018. What an awful year. I would like to hope things will be better but today I feel low. 
1947,1079576170419679233,1079576170419679233,1546225991000,2018-12-31,05:13:11,?aeianei? ?na GTB,720876613,carol_badams,Caroline Bradley Adams,,My Face ID doesn’t recognize me when I’m smiling #depression,[],[],[],0,1,11,['#depression'],[],https://twitter.com/Carol_badams/status/1079576170419679233,False,,0,,,,,,,"[{'user_id': '720876613', 'username': 'Carol_badams'}]",,,,,My Face ID doesn’t recognize me when I’m smiling 
1950,1079575533090816000,1079575533090816000,1546225839000,2018-12-31,05:10:39,?aeianei? ?na GTB,1074582593335480320,fat_ednos,Kay-Kay ✌ (Fat EDNOS),,Back to faking a smile and it hurts. #depression,[],[],[],3,0,5,['#depression'],[],https://twitter.com/fat_ednos/status/1079575533090816000,False,,0,,,,,,,"[{'user_id': '1074582593335480320', 'username': 'fat_ednos'}]",,,,,Back to faking a smile and it hurts. 
1958,1079573866886905856,1079573866886905856,1546225442000,2018-12-31,05:04:02,?aeianei? ?na GTB,1541044111,westsideus07,someone,,"I am sad to know ya ...💔
Fml 
Everything is going worst and worst , I feel empty and lonely , I just wanna you know this before I kill myself , I was suffering and no one helped me don’t act love above my grave .... 

#sucide
#depression",[],[],[],0,0,0,"['#sucide', '#depression']",[],https://twitter.com/westsideus07/status/1079573866886905856,False,,0,,,,,,,"[{'user_id': '1541044111', 'username': 'westsideus07'}]",,,,,"I am sad to know ya ...💔
Fml 
Everything is going worst and worst , I feel empty and lonely , I just wanna you know this before I kill myself , I was suffering and no one helped me don’t act love above my grave .... 


"
1961,1079573226219544586,1079573226219544586,1546225289000,2018-12-31,05:01:29,?aeianei? ?na GTB,1013914242,mamaspecialgirl,Yumma Mumma,,I can't sleep. Hate this shit. I just want to cry. #anxiety #depression #sadness,[],[],[],0,0,0,"['#anxiety', '#depression', '#sadness']",[],https://twitter.com/mamaspecialgirl/status/1079573226219544586,False,,0,,,,,,,"[{'user_id': '1013914242', 'username': 'mamaspecialgirl'}]",,,,,I can't sleep. Hate this shit. I just want to cry.   
1965,1079570828025520128,1079570828025520128,1546224717000,2018-12-31,04:51:57,?aeianei? ?na GTB,729933277188870144,_sadly_happy,cam,,"Depression is not just sadness. It is weight that keeps u in bed. Depression can feel empty, like nothing at all. It can be unexplainable. Depression keeps u stuck. Fun can’t fix it. Instead it isolates you from what u love. It is an overwhelming numbness. #depression",[],[],[],0,0,0,['#depression'],[],https://twitter.com/_sadly_happy/status/1079570828025520128,False,,0,,,,,,,"[{'user_id': '729933277188870144', 'username': '_sadly_happy'}]",,,,,"Depression is not just sadness. It is weight that keeps u in bed. Depression can feel empty, like nothing at all. It can be unexplainable. Depression keeps u stuck. Fun can’t fix it. Instead it isolates you from what u love. It is an overwhelming numbness. "
1967,1079570053559775232,1079570053559775232,1546224532000,2018-12-31,04:48:52,?aeianei? ?na GTB,28833582,amydresner,Amy Dresner,,"Depression:  We're not washing our hair anymore.  Also we're smoking again and sleeping 13 hours a night.  Fuck brushing your teeth or answering your phone either. Got that, dipshit? #depression",[],[],[],19,10,84,['#depression'],[],https://twitter.com/AmyDresner/status/1079570053559775232,False,,0,,,,,,,"[{'user_id': '28833582', 'username': 'AmyDresner'}]",,,,,"Depression:  We're not washing our hair anymore.  Also we're smoking again and sleeping 13 hours a night.  Fuck brushing your teeth or answering your phone either. Got that, dipshit? "
1969,1079569913617022976,1079569913617022976,1546224499000,2018-12-31,04:48:19,?aeianei? ?na GTB,580493159,moxytools,"MoXy, been told I’ve got",,"#depression #hurts it’s a really real thing. No just a woman thing. Not New Years Eve blues bc I didn’t even realize that’s tomorrow & that just made me spiral further down this rabbit hole.

What’s at the bottom of a rabbit hole you ask?
Rabbit SHIT",[],[],[],2,0,4,"['#depression', '#hurts']",[],https://twitter.com/MoxyTools/status/1079569913617022976,False,,0,,,,,,,"[{'user_id': '580493159', 'username': 'MoxyTools'}]",,,,,"  it’s a really real thing. No just a woman thing. Not New Years Eve blues bc I didn’t even realize that’s tomorrow & that just made me spiral further down this rabbit hole.

What’s at the bottom of a rabbit hole you ask?
Rabbit SHIT"
1970,1079569163704688641,1079569163704688641,1546224320000,2018-12-31,04:45:20,?aeianei? ?na GTB,7990162,jaredpogi,Jared Odulio,,"to people I care for who is suffering from #depression, i have 4 words for you: DO NOT GIVE UP",[],[],[],0,0,3,['#depression'],[],https://twitter.com/jaredpogi/status/1079569163704688641,False,,0,,,,,,,"[{'user_id': '7990162', 'username': 'jaredpogi'}]",,,,,"to people I care for who is suffering from , i have 4 words for you: DO NOT GIVE UP"
1972,1079568636690481153,1079567434485514241,1546224195000,2018-12-31,04:43:15,?aeianei? ?na GTB,913909499823616000,holz1_lpsoldier,Holz1,,"My mobility was getting worse, my job was/is depressing me & I was in a rut so I pulled myself up & went back to college at 33 yrs old! The fun bit was dropping my hrs at work! Now, altho my #jhs #depression or other probs can't be cured, I'm happier & enjoying what I do⬇️",[],[],[],2,0,5,"['#jhs', '#depression']",[],https://twitter.com/Holz1_LPsoldier/status/1079568636690481153,False,,0,,,,,,,"[{'user_id': '913909499823616000', 'username': 'Holz1_LPsoldier'}]",,,,,"My mobility was getting worse, my job was/is depressing me & I was in a rut so I pulled myself up & went back to college at 33 yrs old! The fun bit was dropping my hrs at work! Now, altho my   or other probs can't be cured, I'm happier & enjoying what I do⬇️"
1978,1079565817086439425,1079565817086439425,1546223522000,2018-12-31,04:32:02,?aeianei? ?na GTB,975398544755642369,sabrinalovely23,Sabrina,,"Hoping all this exercise will put my brain on track...#anxiety and #depression just keep working my nerves 🙄 - but I’m good, so don’t fret😌",[],[],[],1,0,0,"['#anxiety', '#depression']",[],https://twitter.com/Sabrinalovely23/status/1079565817086439425,False,,0,,,,,,,"[{'user_id': '975398544755642369', 'username': 'Sabrinalovely23'}]",,,,,"Hoping all this exercise will put my brain on track... and  just keep working my nerves 🙄 - but I’m good, so don’t fret😌"
1985,1079561615819849728,1079561615819849728,1546222521000,2018-12-31,04:15:21,?aeianei? ?na GTB,1078483160005005312,scaredandalone2,Elizabeth,,I can feel myself slipping. The thoughts are getting darker and taking over my every thought and yet I can’t stop it no matter how hard I try #depression,[],[],[],1,0,0,['#depression'],[],https://twitter.com/scaredandalone2/status/1079561615819849728,False,,0,,,,,,,"[{'user_id': '1078483160005005312', 'username': 'scaredandalone2'}]",,,,,I can feel myself slipping. The thoughts are getting darker and taking over my every thought and yet I can’t stop it no matter how hard I try 
1989,1079560550797979648,1079560550797979648,1546222267000,2018-12-31,04:11:07,?aeianei? ?na GTB,1062143056017846273,lowerdepression,Lower Depression,,#Depression is being colorblind and constantly told how colorful the world is.,[],[],[],0,0,2,['#depression'],[],https://twitter.com/LowerDepression/status/1079560550797979648,False,,0,,,,,,,"[{'user_id': '1062143056017846273', 'username': 'LowerDepression'}]",,,,, is being colorblind and constantly told how colorful the world is.
1990,1079560430132056064,1079560430132056064,1546222238000,2018-12-31,04:10:38,?aeianei? ?na GTB,976585039008993281,fatimaaazia,Fatima,,"I don’t know why I’m like this, am I super clingy, do I over love. Why am I so unlovable and weird. It’s such a strong feeling and I just want to shut down.  #anxiety #depression",[],[],[],1,0,0,"['#anxiety', '#depression']",[],https://twitter.com/fatimaaazia/status/1079560430132056064,False,,0,,,,,,,"[{'user_id': '976585039008993281', 'username': 'fatimaaazia'}]",,,,,"I don’t know why I’m like this, am I super clingy, do I over love. Why am I so unlovable and weird. It’s such a strong feeling and I just want to shut down.   "
1996,1079558035423588352,1079558035423588352,1546221667000,2018-12-31,04:01:07,?aeianei? ?na GTB,419838865,iamlil_crystal,Crystal Marie 🖤,,#Depression is real. Holidays taking a toll.,[],[],[],2,0,2,['#depression'],[],https://twitter.com/Iamlil_Crystal/status/1079558035423588352,False,,0,,,,,,,"[{'user_id': '419838865', 'username': 'Iamlil_Crystal'}]",,,,, is real. Holidays taking a toll.
2002,1079554188504227840,1079554188504227840,1546220750000,2018-12-31,03:45:50,?aeianei? ?na GTB,568297009,kelsysj,Kelsy Ervin,,"Hm dearest family. Yes I have #depression.
Lots of probing questions about my PhD? Awesome.
Not letting me have some time to myself? Perfect. Flooding right.
Charades? OMG fave!
#whatnottodo #loveyoubut",[],[],[],0,0,2,"['#depression', '#whatnottodo', '#loveyoubut']",[],https://twitter.com/kelsysj/status/1079554188504227840,False,,0,,,,,,,"[{'user_id': '568297009', 'username': 'kelsysj'}]",,,,,"Hm dearest family. Yes I have .
Lots of probing questions about my PhD? Awesome.
Not letting me have some time to myself? Perfect. Flooding right.
Charades? OMG fave!
 "
